breadcrumbs_string,product_url,category,product_name,price,image_url,avaiable_sizes,coordinated_product,coordinated_price,coordinated_product_number,coordinated_product_imageurl,coordinated_product_pageurl,title_of_description,general_description,general_description_itemized,tale_of_size,rating,no. of rating,reviewer_data,keywords
トップ/ メンズ/ ウェア・服/ トップス/ ジャージ/ オリジナルス/ アディカラー/ アディカラー クラシック/ アディカラー クラシックス+ SSTトラックジャケット（ジャージ）,https://shop.adidas.jp/product/IM4460,オリジナルス,アディカラー クラシックス+ SSTトラックジャケット（ジャージ）,"10,010",https://shop.adidas.jp//photo/IM/IM4460/s-IM4460-on_model-standard_view-NrupO90Smq.jpg,"XS, S, M, L, XL, 2XL, 3XL, 4XL, 5XL",,,,,,リサイクル&再生可能素材を使用した、クラシックなトラックジャケット。,アディダスのプライドを前面に押し出した、ワードローブに一枚は欲しいトラックジャケット。ソフトなコットン混紡素材を採用。色を切り替えた袖にシグネチャーのスリーストライプス、胸に小さなトレフォイル刺しゅうを入れている。襟とカフにリブを施した、すっきりしたクラシックなシルエットが特徴。よく使う必携アイテムはジップポケットに収納できるから、身軽にレトロなスタイルを楽しもう。リサイクル素材と再生可能素材をブレンドした生地を70%以上使用した製品。,スリムフィットフルジップ / リブ仕上げの襟ポリエステル100%（スペーサー）両サイドにジップポケットリブ仕上げの裾と袖口商品番号：IM4460色：ダークブルー/クルーイエロー/ホワイト,,,,,"ウェア・服, トップス, ジャージ, オリジナルス, アディカラー, クラシックス, MINI ME（ミニミー）, アディカラー クラシック, リサイクル素材と再生可能素材, EEQ15"
トップ/ メンズ/ ウェア・服/ トップス/ ジャージ/ オリジナルス/ アディカラー/ アディカラー リプロ SST マテリアル ミックス トラックジャケット（ジャージ）,https://shop.adidas.jp/product/II5777,オリジナルス,アディカラー リプロ SST マテリアル ミックス トラックジャケット（ジャージ）,"11,440",https://shop.adidas.jp//photo/II/II5777/s-II5777-on_model-standard_view-J1gfgYOaeF.jpg,"XS, S, M, L, XL, 2XL, 3XL, 4XL, 5XL",,,,,,リサイクル素材で作られた、快適なアディカラー トラックジャケット。,ワードローブに新たなアイテムを加えよう。このアディカラートラックジャケットは、一度着たらこれなしで過ごしていたことを思い出せなくなるほど、着回しの利くアイテム。快適なダブルニット生地でアイコニックなデザインに新鮮なひねりを加えて、アーカイブのデッドストックを新たに蘇らせている。クラシックなスリーストライプスとトレフォイルのブランディングをあしらい、スポーティーに仕上げている。プラスチックゴミ ゼロを目指すアディダスの取り組みの一つをカタチにした、100%リサイクル素材で作られたアイテム。,スリムフィットフルジップ / リブ仕上げのスタンドカラーポリエステル100%（ダブルニット）両サイドにジップポケットリブ仕上げの裾と袖口商品番号：II5777色：ブラック,,,,,"ウェア・服, トップス, ジャージ, オリジナルス, アディカラー, リサイクル素材一部使用, EEQ26"
トップ/ メンズ/ ウェア・服/ トップス/ ジャージ/ オリジナルス/ クラシックス/ Neuclassics+ トラックジャケット（ジャージ）,https://shop.adidas.jp/product/II5789,オリジナルス,Neuclassics+ トラックジャケット（ジャージ）,"12,320",https://shop.adidas.jp//photo/II/II5789/s-II5789-on_model-standard_view-2Rs06kbQxJ.jpg,"XS, S, M, L, XL, 2XL, 3XL",,,,,,リサイクル素材で作られたベーシックとは一線を画すトラックジャケット。,アディカラーのクラシックなトラックジャケットをモダンにアレンジした、デイリースタイルに新鮮味をプラスするウェア。ナイロンの落ち感のあるで生地がリッチな風合いを漂わせ、トレフォイルロゴの刺しゅうがラグジュアリーなタッチを添える。袖にあしらったギザギザのスリーストライプスが、薄暗い場所で視認性を発揮するリフレクター仕様になっている。プラスチックゴミ ゼロを目指すアディダスの取り組みの一つをカタチにした、100%リサイクル素材で作られたアイテム。,ルーズフィットフルジップ / スタンドカラーナイロン100%（サテン）両サイドにジップポケットドローコードで調節可能な裾伸縮性のあるカフ商品番号：II5789色：ブラック/セミインパクトオレンジ,,,,,"ウェア・服, トップス, ジャージ, オリジナルス, クラシックス, リサイクル素材一部使用, EEQ56"
トップ/ メンズ/ ウェア・服/ トップス/ パーカー(フーディー)/ オリジナルス/ アディダス Rekive フード付きトラックジャケット,https://shop.adidas.jp/product/IC5975,オリジナルス,アディダス Rekive フード付きトラックジャケット,"9,680",https://shop.adidas.jp//photo/IC/IC5975/s-IC5975-on_model-standard_view-drKZG4es7b.jpg,"XS, S, M, L, XL, 2XL",,,,,,リサイクル素材と再生可能素材をブレンドしたトラックジャケット。,タイムレスなシルエットをワントーンでシックにまとめた、悪目立ちしないデザインのトラックジャケット。リップストップ素材のオーバーレイパネルを配したデザインで、小さなトレフォイルと袖の下部のスリーストライプスが、スポーティーなテイストをさりげなく添えている。手を温められるサイドポケットを装備。ソフトなインターロックニット素材を使っているから、着心地は快適そのもの。フードは調節可能で、タイトに締めたり、緩めてリラックスした雰囲気を作ったりすることもできる。リサイクル素材と再生可能素材をブレンドした生地を70%以上使用したウェア。,レギュラーフィットフルジップ / フィット感を調節できるドローコード付きフード表地：リサイクルポリエステル60% / 綿40%（インターロック）オーバーレイ：リサイクルポリエステル100%（リップストップ）両サイドにポケットリブ仕上げの袖口と裾商品番号：IC5975色：オリーブストレータ生産国：Vietnam,,,,,"ウェア・服, トップス, パーカー(フーディー), ジャージ, オリジナルス, リサイクル素材と再生可能素材, EVS78"
トップ/ メンズ/ ウェア・服/ アウター/ ジャケット/ オリジナルス/ アディカラー/ アディカラー クラシック/ アディカラー クラシックス カットライン トラックジャケット（ジャージ）,https://shop.adidas.jp/product/HS2064,オリジナルス,アディカラー クラシックス カットライン トラックジャケット（ジャージ）,"10,560",https://shop.adidas.jp//photo/HS/HS2064/s-HS2064-on_model-standard_view-gp0EuUKKWL.jpg,"XS, S, M, L, XL, 2XL, 3XL, 4XL, 5XL",,,,,,リサイクル&再生可能素材を使用した、レトロなトラックジャケット。,このトラックジャケットは、アーカイブにインスパイアされたカットラインと背面の大きなラバーのトレフォイルが、さりげなくクールなスタイルを演出。デニムとスニーカーを合わせれば、カジュアルなコーディネートを格上げできる。ソフトなダブルニット素材を使用した、デイリーに活躍する一着。リサイクル素材と再生可能素材をブレンドした生地を70%以上使用したウェア。,ルーズフィットフルジップ / スタンドカラー綿52% / ポリエステル48%（ダブルニット）両サイドにジップポケット商品番号：HS2064色：ブラック生産国：Vietnam,,,,,"ウェア・服, アウター, ジャケット, ジャージ, オリジナルス, アディカラー, クラシックス, アディカラー クラシック, リサイクル素材と再生可能素材, EWU32"
トップ/ キッズ／子供用/ ボーイズ/ ウェア・服/ トップス/ ジャージ/ スポーツウェア/ セレーノ トラックジャケット,https://shop.adidas.jp/product/GT1339,スポーツウェア,セレーノ トラックジャケット,"3,457",https://shop.adidas.jp//photo/GT/GT1339/s-GT1339-3d_torso-front_center_view.jpg,"100, 110, 120, 130, 140, 150, 160",,,,,,フロントポケットを備えたアディダス トラックジャケット。,寒い日に行うピッチでのトレーニングに適した、ジュニア向けトラックジャケット。吸湿性に優れたAEROREADYファブリックを使用し、試合がヒートアップしてもドライな状態をキープ。脱ぎ着しやすいように、フロントはフルジップ仕様になっている。 高機能リサイクル素材を使用して作られたアイテム。,レギュラーフィットフルジップ / スタンドカラーポリエステル100%（ダブルニット）優れた吸湿性フロントポケット袖口にカフリサイクル素材を使用商品番号：GT1339色：ブラック/ホワイト生産国：Cambodia,,,,,"ウェア・服, トップス, ジャージ, スポーツウェア, エアロレディ, リサイクル素材一部使用, ISB53"
トップ/ メンズ/ ウェア・服/ トップス/ ジャージ/ スポーツウェア/ エッセンシャルズ/ プライムグリーン エッセンシャルズ ウォームアップ スリーストライプス トラックジャケット,https://shop.adidas.jp/product/H46100,スポーツウェア,プライムグリーン エッセンシャルズ ウォームアップ スリーストライプス トラックジャケット,"4,400",https://shop.adidas.jp//photo/H4/H46100/s-H46100-on_model-standard_view-Su8GRTgEff.jpg,"XS, S, M, L, O (XL), XO (2XL), 2XO (3XL)",,,,,,快適さを追求した作りのアディダストラックジャケット。,リラックスするときも、格好には気を使いたい。ワークアウト後のリカバリータイムや友達に会いに出かけるときなど、何かと便利なトラックジャケット。スリーストライプスが、アディダスの証しを示すスポーティーなアクセント。長い一日の終わりに、ちょっとドリンクなどを買えるように、フロントポケットにお金を忍ばせておこう。 この製品は、高機能リサイクル素材シリーズの一つ、プライムグリーンを採用。,レギュラーフィットフルジップ / スタンドカラーリサイクルポリエステル100％（トリコット）前にポケットリブ仕上げの袖口と裾プライムグリーン商品番号：H46100色：レジェンドインク/ホワイト,,,,,"ウェア・服, トップス, ジャージ, スポーツウェア, エッセンシャルズ, スリー ストライプス, リサイクル素材一部使用, OO127"
トップ/ メンズ/ ウェア・服/ トップス/ ジャージ/ オリジナルス/ アディダス Rekive トラックジャケット（ジャージ）,https://shop.adidas.jp/product/HK7322,オリジナルス,アディダス Rekive トラックジャケット（ジャージ）,"8,470",https://shop.adidas.jp//photo/HK/HK7322/s-HK7322-on_model-standard_view-u49LO9uIfl.jpg,"XS, S, M, L, XL, 2XL, 3XL",,,,,,リサイクル素材を一部使用した、ルーズなアーカイブ風のジャケット。,アディダスの最もアイコニックなシルエットのひとつであるこのトラックジャケットは、新たな次元へと進化しながらも、伝統に深く根ざしたデザインが特徴。滑らかなナイロン生地の仕立てに、斜めの切り替えを施してアーカイブスタイルを際立たせている。,ルーズフィットフルジップ / スタンドカラー表地：リサイクルナイロン100%（平織り）裏地：リサイクルポリエステル100%（メッシュ）前にジップポケットリブ仕上げの袖口と裾商品番号：HK7322色：ブラック生産国：Vietnam,,,,,"ウェア・服, トップス, ジャージ, オリジナルス, リサイクル素材, SU168"
トップ/ メンズ/ ウェア・服/ トップス/ ジャージ/ オリジナルス/ アディカラー/ アディカラー ファブリック ブロックウーブン トラックジャケット,https://shop.adidas.jp/product/HE2952,オリジナルス,アディカラー ファブリック ブロックウーブン トラックジャケット,"8,099",https://shop.adidas.jp//photo/HE/HE2952/s-HE2952-3d_torso-front_center_view.jpg,"XS, S, M, L, O (XL), XO (2XL), 2XO (3XL)",,,,,,リサイクル素材を一部使用した、トレフォイルトラックジャケット。,実験的スタイル。遊び心あるパターニングを採用したアディダス オリジナルス トラックジャケットは、80年代のヘリテージであるミラボースタイルに新しいひねりを加えている。袖にあしらった同系色のトレフォイルのスピナーグラフィックが、モダンな雰囲気を演出。ルーズなシルエットとソフトな裏地で、さらに快適さを向上している。プラスチック廃棄物ゼロを目指すアディダスの取り組みの一つをカタチにした、リサイクル素材を60%以上使用したアイテム。,ルーズフィットフルジップ / スタンドカラー表地：リサイクルナイロン100%（平織り）裏地：リサイクルポリエステル50% / 綿25% / ビスコース25%（シングルジャージー）両サイドにポケットリブ仕上げの袖口裾のフィット感を調整できるバンジーコード商品番号：HE2952色：ブラック生産国：Cambodia,,,,,"ウェア・服, トップス, ジャージ, オリジナルス, アディカラー, リサイクル素材一部使用, VC825"
トップ/ レディース/ ウェア・服/ トップス/ パーカー(フーディー)/ オリジナルス/ クロップド モノグラム トラックジャケット（ジャージ）,https://shop.adidas.jp/product/HM4889,オリジナルス,クロップド モノグラム トラックジャケット（ジャージ）,"5,094",https://shop.adidas.jp//photo/HM/HM4889/s-HM4889-3d_torso-front_center_view.jpg,"XS, S, M, L, OT (XL), XOT (2XL), 2XOT (3XL)",,,,,,着心地の良さと堂々とした雰囲気を兼ね備えたクロップドジャケット。,ミニマリズムがおしゃれなのは分かるし、尊重もしている。でもこのクロップド丈のアディダストラックジャケットは違う。まさにそこがポイント。アディダスロゴを全体に散りばめた、モノグラムデザイン。頭からつま先まで、モノグラムで派手にまとめるのももちろんアリ。アディダスのコットン製品は、よりサステナブルな綿花栽培をサポートすることにつながっている。,フルジップ / 調節可能なドローコード付きフード綿70% / リサイクルポリエステル30%（フレンチテリー［裏毛］）両サイドにポケットリブ仕上げの袖口と裾ベター・コットン・イニシアティブをサポート商品番号：HM4889色：ブラック生産国：China,,,,,"ウェア・服, トップス, パーカー(フーディー), ジャージ, オリジナルス, ベターコットン, ZF265"
トップ/ メンズ/ ウェア・服/ トップス/ ジャージ/ オリジナルス/ ベッケンバウアー/ アディカラー クラシック/ アディカラー クラシックス ベッケンバウアー トラックトップ（ジャージ）,https://shop.adidas.jp/product/II5763,オリジナルス,アディカラー クラシックス ベッケンバウアー トラックトップ（ジャージ）,"13,200",https://shop.adidas.jp//photo/II/II5763/s-II5763-on_model-standard_view-slq2eRe4xA.jpg,"XS, S, M, L, XL, 2XL, 3XL",,,,,,リサイクル&再生可能素材を一部使用したトップス。,歴史が正しい方向に向かうこともある。アディダスのアーカイブモデルを復刻したこのシグネチャートラックトップは、タイムレスなルックスが魅力。トレフォイルロゴの刺しゅうでひねりを効かせ、とびきりソフトなコットン混紡素材を使用した、デイリーウェアにぴったりの一着。スリムフィットのフルジップの作りが、どんなコーディネートもスタイリッシュにまとめてくれる。おすすめのポイントは、かっちりとした雰囲気を演出するスタンドカラー。 リサイクル素材と再生可能素材をブレンドした生地を70%以上使用したウェア。,"スリムフィットフルジップ / リブ仕上げのスタンドカラーポリエステル100％（トリコット）綿52% / リサイクルポリエステル48%（ピケ）サイドにジップポケットリブ仕上げの裾と袖口商品番号：II5763色：ブラック/ホワイト生産国：Pakistan,Vietnam",,,,,"ウェア・服, トップス, ジャージ, オリジナルス, ベッケンバウアー, アディカラー, クラシックス, アディカラー クラシック, リサイクル素材と再生可能素材, EEP84"
トップ/ レディース/ ウェア・服/ トップス/ ジャージ/ オリジナルス/ パッチワーク パック/ KSENIASCHNAIDER デニムパッチワーク トラックトップ（ジャージ）,https://shop.adidas.jp/product/IU2464,オリジナルス,KSENIASCHNAIDER デニムパッチワーク トラックトップ（ジャージ）,"17,600",https://shop.adidas.jp//photo/IU/IU2464/s-IU2464-on_model-standard_view-uROKHBe2T6.jpg,"XS, S, M, L, XL, 2XL",,,,,,伝統と先進的な美学をバランス良く融合させた、パッチワークデニムトラックトップ。,スポーツを着想源にしたスタイルを追求したいときは、このデニムトラックジャケットの出番。独特なオーラとエッジが効いたクリエイティブなデザインで知られる、キーウを拠点とするファッションブランド、KSENIASCHNAIDERとのコラボレーションで生まれたアイテム。ユニークなパッチワークのアクセントでアイコニックなスタイルを新鮮にアレンジした、自分の中の創造的な一面を引き出してくれる一着。 この製品に使われているコットンは、ベターコットンを通して供給されている。ベターコットンの調達は、「マスバランス」と呼ばれる生産物流管理モデルを通しているが、最終製品までの過程を物理的に辿れるわけではない。詳細はこちら：https://bettercotton.org/who-we-are/our-logo/,レギュラーフィットフルジップ / スタンドカラー綿100%（デニム）KSENIASCHNAIDERのプリント素材は、ベターコットンを通して、マスバランスと呼ばれるシステム経由で調達しているため、この製品には実際にベターコットンが使用されていない可能性があります。商品番号：IU2464色：ライトデニム,,,,,"ウェア・服, トップス, ジャージ, オリジナルス, パッチワーク パック, クセニア・シュナイダー, ベターコットン, KNY70"
トップ/ レディース/ ウェア・服/ トップス/ ジャージ/ オリジナルス/ アディカラー/ アディカラー クラシック/ アディカラー クラシックス SST トラックトップ（ジャージ）,https://shop.adidas.jp/product/IK4034,オリジナルス,アディカラー クラシックス SST トラックトップ（ジャージ）,"10,670",https://shop.adidas.jp//photo/IK/IK4034/s-IK4034-on_model-standard_view-clImZaHFVc.jpg,"XS, S, M, L, XL, 2XL, 3XL",,,,,,リサイクル&再生可能素材を一部使用した、多目的に使えるジャケット。,目的地はドッグパーク？　それとも本屋？　このアディカラー トラックトップなら、どこに行くにも快適でスタイリッシュ。袖に走らせたスリーストライプスや、胸の刺しゅうトレフォイルロゴなど、考え抜かれたディテールに、クラシックなアディダスのエネルギーが満ちている。快適なコットン混紡生地を使用した、どんな着こなしにプラスしてもしっくりくる、人気のデザインにフレッシュなひねりを加えた一枚。リサイクル素材と再生可能素材をブレンドした生地を70%以上使用した製品。,レギュラーフィットフルジップ / リブ仕上げのスタンドカラー綿50% / ポリエステル43% / ポリウレタン7%（ダブルニット）両サイドにジップポケットリブ仕上げの裾と袖口商品番号：IK4034色：ブラック生産国：Pakistan,,,,,"ウェア・服, トップス, ジャージ, オリジナルス, アディカラー, クラシックス, MINI ME（ミニミー）, アディカラー クラシック, リサイクル素材と再生可能素材, EKM89"
トップ/ レディース/ ウェア・服/ ボトムス/ パンツ/ オリジナルス/ アディカラー/ アディカラー SST/ アディカラー SST トラックパンツ（ジャージ）,https://shop.adidas.jp/product/IK6600,オリジナルス,アディカラー SST トラックパンツ（ジャージ）,"9,570",https://shop.adidas.jp//photo/IK/IK6600/s-IK6600-on_model-standard_view-7U7Al4tEXM.jpg,"XS, S, M, L, XL, 2XL, 3XL",,,,,,リサイクル素材と再生可能素材を一部使用した、スリムパンツ。,快適に過ごしたいときに選ぶべきは、このトラックパンツ。ボディラインをすっきり見せるスリムなシルエットで、伸縮性のあるダブルニットだから動きやすい。ウエストから裾まで伸びるスリーストライプスが、スポーツウェアの伝統を物語る。お揃いのトラックジャケットと、反対色のクロップトップを組み合わせれば、どんな予定があっても気分良く一日を送れるはず。 リサイクル素材と再生可能素材をブレンドした生地を70%以上使用したウェア。,スリムフィットドローコードが付いた伸縮性のウエスト綿50% / ポリエステル43% / ポリウレタン7%（ダブルニット）ミッドライズのウエスト両サイドにジップポケット商品番号：IK6600色：ブラック生産国：Pakistan,,,,,"ウェア・服, ボトムス, パンツ, オリジナルス, アディカラー, MINI ME（ミニミー）, アディカラー SST, リサイクル素材と再生可能素材, HAJ89"
トップ/ メンズ/ ウェア・服/ アウター/ ジャケット/ オリジナルス/ ファイヤーバード/ フェイクレザー アディカラー スリーストライプス ルーズ ファイヤーバード トラックスーツジャケット,https://shop.adidas.jp/product/IZ4035,オリジナルス,フェイクレザー アディカラー スリーストライプス ルーズ ファイヤーバード トラックスーツジャケット,"17,600",https://shop.adidas.jp//photo/IZ/IZ4035/s-IZ4035-on_model-standard_view-bj6HGNpkK4.jpg,"XS, S, M, L, XL, 2XL, 3XL",,,,,,アディダスの代名詞とも言えるトラックジャケットがフェイクレザーに。,艶やかな素材を使って、アイコニックなデザインをぐっとおしゃれにしたトラックトップ。インスピレーションの源は、クラシックなファイヤーバード トラックスーツ。合成皮革を用い、伝統に意外なひねりを加えたバージョン。夜の外出時にリラックス感を与える、ゆとりを持たせた設計。袖口は手首にフィットするリブ編みにして、メリハリのあるシルエットを作り出している。,ルーズフィットフルジップ / スタンドカラーポリウレタン100%（合成皮革）両サイドにポケットリブ仕上げの袖口と裾商品番号：IZ4035色：ブルーバード,,,,,"ウェア・服, アウター, ジャケット, ジャージ, オリジナルス, ファイヤーバード, スプリングコレクション, アディカラー, スリー ストライプス, KWD36"
トップ/ ユニセックス/ サッカー/ ウェア・服/ トップス/ ジャージ/ 代表/ アルゼンチン代表 ウーブン94トラックトップ,https://shop.adidas.jp/product/IS0267,サッカー,アルゼンチン代表 ウーブン94トラックトップ,"14,300",https://shop.adidas.jp//photo/IS/IS0267/s-IS0267-marketing-heromrktng_view_1-P0zd9s7HHm.jpg,"XS, M, XL, 2XL",,,,,,リサイクル素材を一部使用した、アルゼンチン ジャケット。,どんな気分のときでも、これを身に着ければ、あのアルゼンチンサッカーの素晴らしい栄光の記憶が蘇る。いつものスタイルをぐっと引き上げる、90年代の象徴的なデザインを復刻したトラックジャケット。 このジャケットに袖を通して、自分らしさとサポーター魂を見せよう。ホワイトとブルーのスリーストライプスがキャッチーな、時代を超えて愛されるデザイン。アルゼンチンのウーブンエンブレムが、胸に光り輝くアクセントになっている。シルエットは、ゆとりのあるルーズフィット。貴重品の収納に便利なジップポケットと、冷気を遮断し、かつスタイリッシュなスタンドカラーが付いている。 プラスチック廃棄物ゼロを目指すアディダスの取り組みの一つをカタチにした、各種リサイクル素材で作られたアイテム。,ルーズフィットフルジップ / スタンドカラーポリエステル100%（プレーンウィーブ）フロントにジップポケット伸縮性のある袖口と裾アルゼンチン代表のウーブンエンブレム商品番号：IS0267色：ミュートパープル,,,,,"ウェア・服, トップス, ジャージ, サッカー, フットサル, 代表, アルゼンチン代表, リオネル・メッシ, リサイクル素材一部使用, サッカーウェア・服, フットサルウェア・服, KMD56"
トップ/ レディース/ ウェア・服/ トップス/ ジャージ/ オリジナルス/ カラーブロック トラックトップ（ジャージ）,https://shop.adidas.jp/product/IR7471,オリジナルス,カラーブロック トラックトップ（ジャージ）,"12,100",https://shop.adidas.jp//photo/IR/IR7471/s-IR7471-on_model-standard_view-5yfGCoAEtP.jpg,"XS, S, M, L, XL, 2XL",,,,,,リサイクルと再生可能素材を使用した、カラーブロックのトラックトップ。,80年代のアイコニックなトラックトップが、レトロな雰囲気で復活。大胆なカラーブロックデザインをあしらった、今の気分にぴったりなノスタルジックなデザイン。ソフトなフレンチテリー素材を使用し、リブ仕上げの裾を備えて快適な着心地に仕上げている。ゆったりとしたシルエットの気取らないデザインで、ジョガーパンツやジーンズに合わせたい一着。アディダスの伝統を受け継ぐトラックジャケットは、活動的なライフスタイルを応援するアイテム。リサイクル製品を選択することで、すでに製造された素材を再利用することができ、ゴミの削減につながる。また、再生可能素材を選択することでも、限りある資源への依存を減らすことができる。この製品は、リサイクル素材や再生可能素材をブレンドしたものを70%以上使用している。,ルーズフィットフルジップ / スタンドカラー綿59% / ポリエステル35% / ポリウレタン6%（フレンチテリー［裏毛］）両サイドにポケットリブ仕上げの袖口と裾リサイクル・再生可能素材を70%以上使用商品番号：IR7471色：オフホワイト,,,,,"ウェア・服, トップス, ジャージ, オリジナルス, リサイクル素材と再生可能素材, KMY84"
トップ/ レディース/ ウェア・服/ ボトムス/ パンツ/ オリジナルス/ アディカラー/ アディカラー SST/ アディカラー SST トラックパンツ（ジャージ）,https://shop.adidas.jp/product/IR8075,オリジナルス,アディカラー SST トラックパンツ（ジャージ）,"9,570",https://shop.adidas.jp//photo/IR/IR8075/s-IR8075-on_model-standard_view-DIF9Unqvz0.jpg,"XS, S, M, L, XL, 2XL",,,,,,リサイクル素材と再生可能素材を一部使用した、スリムパンツ。,快適に過ごしたいときに選ぶべきは、このトラックパンツ。ボディラインをすっきり見せるスリムなシルエットで、伸縮性のあるダブルニットだから動きやすい。ウエストから裾まで伸びるスリーストライプスが、スポーツウェアの伝統を物語る。お揃いのトラックジャケットと、反対色のクロップトップを組み合わせれば、どんな予定があっても気分良く一日を送れるはず。 リサイクル素材と再生可能素材をブレンドした生地を70%以上使用したウェア。,スリムフィットドローコードが付いた伸縮性のウエスト綿50% / ポリエステル43% / ポリウレタン7%（ダブルニット）ミッドライズのウエスト両サイドにジップポケット商品番号：IR8075色：バイオレットトーン,,,,,"ウェア・服, ボトムス, パンツ, オリジナルス, アディカラー, MINI ME（ミニミー）, アディカラー SST, リサイクル素材と再生可能素材, HAJ89"
トップ/ キッズ／子供用/ ウェア・服/ トップス/ ジャージ/ オリジナルス/ SST/ アディカラー SST/ SST TRACK TOP,https://shop.adidas.jp/product/IN4743,オリジナルス,SST TRACK TOP,"6,589",https://shop.adidas.jp//photo/IN/IN4743/s-IN4743-on_model-standard_unisex_pair_shot-27pioQVYYg.jpg,"130, 140, 150, 160, 170",,,,,,コントラストのディテールをあしらったSSTトラックジャケット。,過去を熱烈にリスペクトするキミも、未来に焦点を当てているはず。過去と未来両方の要素を備えた、ジュニア用トラックジャケット。アイコニックな3ストライプとパイピングを合わせた、オーセンティックなアディダススタイル。特徴的な光沢のあるトリコット素材でオリジナルの雰囲気に仕上げている。 Parley Ocean Plasticを一部採用した高機能リサイクル素材、PRIMEBLUEで作られたアイテム。,レギュラーフィットフルジップ / リブ仕上げの襟リサイクルポリエステル100％（トリコット）前にジップポケットラグランスリーブリブ仕上げの袖口と裾コントラストカラーのパイピングPRIMEBLUE商品番号：IN4743色：ブルーバード生産国：Pakistan,,,,,"ウェア・服, トップス, ジャージ, オリジナルス, SST, アディカラー, パーレイ, MINI ME（ミニミー）, アディカラー SST, PARLEY OCEAN PLASTIC一部使用, 88786"
トップ/ メンズ/ ウェア・服/ アウター/ ジャケット/ オリジナルス/ アディダス SPRTトラックトップ,https://shop.adidas.jp/product/HE4689,オリジナルス,アディダス SPRTトラックトップ,"9,990",https://shop.adidas.jp//photo/HE/HE4689/s-HE4689-3d_torso-front_center_view.jpg,"XS, S, M, L, O (XL), XO (2XL), 2XO (3XL)",,,,,,リサイクル素材を一部使用した、アーカイブ風トラックジャケット。,スポーツには、私たちを取り巻くあらゆるモノや行いを活性化させる力がある。それはコミュニティだったり、ノスタルジックな気分だったり、未来だったり。このアディダス トラックトップを着たら、そのことが明らかになる。このアーカイブ風のスリムなパンツは、試合に対する姿勢やマインドをデザインに落とし込みながら、快適で動きやすく仕上げている。身頃下部と袖にあしらったスリーストライプスが、アディダスの伝統を思わせる。,レギュラーフィットフルジップ / 立ち襟リサイクルポリエステル70% / 綿30% (インターロック)サイドポケットリブ仕上げの袖口と裾リサイクル素材を25%以上使用商品番号：HE4689色：ブラック生産国：Vietnam,,,,,"ウェア・服, アウター, ジャケット, ジャージ, オリジナルス, リサイクル素材, XR717"
トップ/ メンズ/ ウェア・服/ トップス/ ジャージ/ オリジナルス/ アディカラー/ 3D TF 3 STRP TRACK TOP,https://shop.adidas.jp/product/GN3535,オリジナルス,3D TF 3 STRP TRACK TOP,"10,989",https://shop.adidas.jp//photo/GN/GN3535/s-GN3535-02-dJUzDzARLI.jpg,"XS, S, M, L, O (XL), XO (2XL), 2XO (3XL), 3XO (4XL), 4XO (5XL)",,,,,,トレフォイルに新たな解釈を加えたリップストップ製トラックジャケット。,一日を彩るフレッシュなアディダスのスタイル。このトラックジャケットは、進化し続けるレジェンドの象徴、3D加工のトレフォイルを方腕にあしらい、モダンに仕上げている。 Parley Ocean Plasticを一部採用したリサイクル素材、PRIMEBLUEで作られたアイテム。,レギュラーフィットフルジップ / 立ち襟リサイクルポリエステル100%（リップストップ）メッシュライニングジップ式カンガルーポケット伸縮性の袖口と裾PRIMEBLUE商品番号：GN3535色：ブラック生産国：Vietnam,,,,,"ウェア・服, トップス, ジャージ, オリジナルス, アディカラー, スリー ストライプス, PARLEY OCEAN PLASTIC一部使用, 14267"
